seatId,sector,rowNum,seatNumber,price,status,version,hasGoodView,isCovered,description
VIP-A-001,VIP,A,1,500.00,AVAILABLE,1,true,true,Good view
VIP-A-002,VIP,A,2,500.00,AVAILABLE,1,true,true,Good view
VIP-A-003,VIP,A,3,500.00,BOOKED,1,false,true,Limited view
VIP-A-004,VIP,A,4,500.00,AVAILABLE,1,true,true,Good view
VIP-A-005,VIP,A,5,500.00,BOOKED,1,true,true,Good view
VIP-A-006,VIP,A,6,500.00,AVAILABLE,1,true,true,Good view
VIP-A-007,VIP,A,7,500.00,AVAILABLE,1,true,true,Good view
VIP-A-008,VIP,A,8,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-009,VIP,A,9,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-010,VIP,A,10,500.00,UNAVAILABLE,1,false,true,Limited view
VIP-A-011,VIP,A,11,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-012,VIP,A,12,500.00,BOOKED,1,true,true,Good view
VIP-A-013,VIP,A,13,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-014,VIP,A,14,500.00,AVAILABLE,1,true,true,Good view
VIP-A-015,VIP,A,15,500.00,UNAVAILABLE,1,true,true,Good view
VIP-A-016,VIP,A,16,500.00,AVAILABLE,1,true,true,Good view
VIP-A-017,VIP,A,17,500.00,AVAILABLE,1,true,true,Good view
VIP-A-018,VIP,A,18,500.00,AVAILABLE,1,true,true,Good view
VIP-A-019,VIP,A,19,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-020,VIP,A,20,500.00,AVAILABLE,1,true,true,Good view
VIP-A-021,VIP,A,21,500.00,AVAILABLE,1,true,true,Good view
VIP-A-022,VIP,A,22,500.00,AVAILABLE,1,true,true,Good view
VIP-A-023,VIP,A,23,500.00,AVAILABLE,1,true,true,Good view
VIP-A-024,VIP,A,24,500.00,AVAILABLE,1,true,true,Good view
VIP-A-025,VIP,A,25,500.00,AVAILABLE,1,true,true,Good view
VIP-A-026,VIP,A,26,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-027,VIP,A,27,500.00,AVAILABLE,1,true,true,Good view
VIP-A-028,VIP,A,28,500.00,AVAILABLE,1,true,true,Good view
VIP-A-029,VIP,A,29,500.00,AVAILABLE,1,true,true,Good view
VIP-A-030,VIP,A,30,500.00,LOCKED,1,true,true,Good view
VIP-A-031,VIP,A,31,500.00,AVAILABLE,1,true,true,Good view
VIP-A-032,VIP,A,32,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-033,VIP,A,33,500.00,UNAVAILABLE,1,true,true,Good view
VIP-A-034,VIP,A,34,500.00,UNAVAILABLE,1,true,true,Good view
VIP-A-035,VIP,A,35,500.00,AVAILABLE,1,true,true,Good view
VIP-A-036,VIP,A,36,500.00,AVAILABLE,1,true,true,Good view
VIP-A-037,VIP,A,37,500.00,AVAILABLE,1,true,true,Good view
VIP-A-038,VIP,A,38,500.00,AVAILABLE,1,true,true,Good view
VIP-A-039,VIP,A,39,500.00,UNAVAILABLE,1,true,true,Good view
VIP-A-040,VIP,A,40,500.00,AVAILABLE,1,true,true,Good view
VIP-A-041,VIP,A,41,500.00,AVAILABLE,1,true,true,Good view
VIP-A-042,VIP,A,42,500.00,AVAILABLE,1,true,true,Good view
VIP-A-043,VIP,A,43,500.00,LOCKED,1,true,true,Good view
VIP-A-044,VIP,A,44,500.00,AVAILABLE,1,true,true,Good view
VIP-A-045,VIP,A,45,500.00,AVAILABLE,1,true,true,Good view
VIP-A-046,VIP,A,46,500.00,AVAILABLE,1,true,true,Good view
VIP-A-047,VIP,A,47,500.00,AVAILABLE,1,true,true,Good view
VIP-A-048,VIP,A,48,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-049,VIP,A,49,500.00,AVAILABLE,1,false,true,Limited view
VIP-A-050,VIP,A,50,500.00,AVAILABLE,1,true,true,Good view
VIP-B-001,VIP,B,1,500.00,RESERVED,1,true,true,Good view
VIP-B-002,VIP,B,2,500.00,AVAILABLE,1,true,true,Good view
VIP-B-003,VIP,B,3,500.00,AVAILABLE,1,true,true,Good view
VIP-B-004,VIP,B,4,500.00,AVAILABLE,1,true,true,Good view
VIP-B-005,VIP,B,5,500.00,AVAILABLE,1,true,true,Good view
VIP-B-006,VIP,B,6,500.00,AVAILABLE,1,true,true,Good view
VIP-B-007,VIP,B,7,500.00,AVAILABLE,1,true,true,Good view
VIP-B-008,VIP,B,8,500.00,AVAILABLE,1,true,true,Good view
VIP-B-009,VIP,B,9,500.00,AVAILABLE,1,true,true,Good view
VIP-B-010,VIP,B,10,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-011,VIP,B,11,500.00,UNAVAILABLE,1,true,true,Good view
VIP-B-012,VIP,B,12,500.00,AVAILABLE,1,true,true,Good view
VIP-B-013,VIP,B,13,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-014,VIP,B,14,500.00,AVAILABLE,1,true,true,Good view
VIP-B-015,VIP,B,15,500.00,AVAILABLE,1,true,true,Good view
VIP-B-016,VIP,B,16,500.00,RESERVED,1,true,true,Good view
VIP-B-017,VIP,B,17,500.00,AVAILABLE,1,true,true,Good view
VIP-B-018,VIP,B,18,500.00,AVAILABLE,1,true,true,Good view
VIP-B-019,VIP,B,19,500.00,LOCKED,1,true,true,Good view
VIP-B-020,VIP,B,20,500.00,UNAVAILABLE,1,true,true,Good view
VIP-B-021,VIP,B,21,500.00,AVAILABLE,1,true,true,Good view
VIP-B-022,VIP,B,22,500.00,AVAILABLE,1,true,true,Good view
VIP-B-023,VIP,B,23,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-024,VIP,B,24,500.00,RESERVED,1,true,true,Good view
VIP-B-025,VIP,B,25,500.00,AVAILABLE,1,true,true,Good view
VIP-B-026,VIP,B,26,500.00,AVAILABLE,1,true,true,Good view
VIP-B-027,VIP,B,27,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-028,VIP,B,28,500.00,AVAILABLE,1,true,true,Good view
VIP-B-029,VIP,B,29,500.00,AVAILABLE,1,true,true,Good view
VIP-B-030,VIP,B,30,500.00,RESERVED,1,true,true,Good view
VIP-B-031,VIP,B,31,500.00,AVAILABLE,1,true,true,Good view
VIP-B-032,VIP,B,32,500.00,LOCKED,1,true,true,Good view
VIP-B-033,VIP,B,33,500.00,AVAILABLE,1,true,true,Good view
VIP-B-034,VIP,B,34,500.00,AVAILABLE,1,true,true,Good view
VIP-B-035,VIP,B,35,500.00,AVAILABLE,1,true,true,Good view
VIP-B-036,VIP,B,36,500.00,AVAILABLE,1,true,true,Good view
VIP-B-037,VIP,B,37,500.00,UNAVAILABLE,1,true,true,Good view
VIP-B-038,VIP,B,38,500.00,LOCKED,1,true,true,Good view
VIP-B-039,VIP,B,39,500.00,AVAILABLE,1,true,true,Good view
VIP-B-040,VIP,B,40,500.00,AVAILABLE,1,true,true,Good view
VIP-B-041,VIP,B,41,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-042,VIP,B,42,500.00,RESERVED,1,true,true,Good view
VIP-B-043,VIP,B,43,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-044,VIP,B,44,500.00,AVAILABLE,1,true,true,Good view
VIP-B-045,VIP,B,45,500.00,LOCKED,1,true,true,Good view
VIP-B-046,VIP,B,46,500.00,AVAILABLE,1,false,true,Limited view
VIP-B-047,VIP,B,47,500.00,AVAILABLE,1,true,true,Good view
VIP-B-048,VIP,B,48,500.00,AVAILABLE,1,true,true,Good view
VIP-B-049,VIP,B,49,500.00,AVAILABLE,1,true,true,Good view
VIP-B-050,VIP,B,50,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-001,VIP,C,1,500.00,AVAILABLE,1,true,true,Good view
VIP-C-002,VIP,C,2,500.00,LOCKED,1,true,true,Good view
VIP-C-003,VIP,C,3,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-004,VIP,C,4,500.00,AVAILABLE,1,true,true,Good view
VIP-C-005,VIP,C,5,500.00,AVAILABLE,1,true,true,Good view
VIP-C-006,VIP,C,6,500.00,AVAILABLE,1,true,true,Good view
VIP-C-007,VIP,C,7,500.00,AVAILABLE,1,true,true,Good view
VIP-C-008,VIP,C,8,500.00,UNAVAILABLE,1,false,true,Limited view
VIP-C-009,VIP,C,9,500.00,AVAILABLE,1,true,true,Good view
VIP-C-010,VIP,C,10,500.00,LOCKED,1,false,true,Limited view
VIP-C-011,VIP,C,11,500.00,AVAILABLE,1,true,true,Good view
VIP-C-012,VIP,C,12,500.00,RESERVED,1,true,true,Good view
VIP-C-013,VIP,C,13,500.00,UNAVAILABLE,1,true,true,Good view
VIP-C-014,VIP,C,14,500.00,UNAVAILABLE,1,true,true,Good view
VIP-C-015,VIP,C,15,500.00,RESERVED,1,true,true,Good view
VIP-C-016,VIP,C,16,500.00,AVAILABLE,1,true,true,Good view
VIP-C-017,VIP,C,17,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-018,VIP,C,18,500.00,RESERVED,1,true,true,Good view
VIP-C-019,VIP,C,19,500.00,AVAILABLE,1,true,true,Good view
VIP-C-020,VIP,C,20,500.00,AVAILABLE,1,true,true,Good view
VIP-C-021,VIP,C,21,500.00,AVAILABLE,1,true,true,Good view
VIP-C-022,VIP,C,22,500.00,LOCKED,1,true,true,Good view
VIP-C-023,VIP,C,23,500.00,AVAILABLE,1,true,true,Good view
VIP-C-024,VIP,C,24,500.00,BOOKED,1,true,true,Good view
VIP-C-025,VIP,C,25,500.00,AVAILABLE,1,true,true,Good view
VIP-C-026,VIP,C,26,500.00,AVAILABLE,1,true,true,Good view
VIP-C-027,VIP,C,27,500.00,AVAILABLE,1,true,true,Good view
VIP-C-028,VIP,C,28,500.00,RESERVED,1,true,true,Good view
VIP-C-029,VIP,C,29,500.00,AVAILABLE,1,true,true,Good view
VIP-C-030,VIP,C,30,500.00,AVAILABLE,1,true,true,Good view
VIP-C-031,VIP,C,31,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-032,VIP,C,32,500.00,LOCKED,1,true,true,Good view
VIP-C-033,VIP,C,33,500.00,AVAILABLE,1,true,true,Good view
VIP-C-034,VIP,C,34,500.00,AVAILABLE,1,true,true,Good view
VIP-C-035,VIP,C,35,500.00,AVAILABLE,1,true,true,Good view
VIP-C-036,VIP,C,36,500.00,AVAILABLE,1,true,true,Good view
VIP-C-037,VIP,C,37,500.00,AVAILABLE,1,true,true,Good view
VIP-C-038,VIP,C,38,500.00,AVAILABLE,1,true,true,Good view
VIP-C-039,VIP,C,39,500.00,AVAILABLE,1,true,true,Good view
VIP-C-040,VIP,C,40,500.00,AVAILABLE,1,true,true,Good view
VIP-C-041,VIP,C,41,500.00,AVAILABLE,1,true,true,Good view
VIP-C-042,VIP,C,42,500.00,AVAILABLE,1,true,true,Good view
VIP-C-043,VIP,C,43,500.00,AVAILABLE,1,true,true,Good view
VIP-C-044,VIP,C,44,500.00,AVAILABLE,1,true,true,Good view
VIP-C-045,VIP,C,45,500.00,AVAILABLE,1,true,true,Good view
VIP-C-046,VIP,C,46,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-047,VIP,C,47,500.00,AVAILABLE,1,true,true,Good view
VIP-C-048,VIP,C,48,500.00,AVAILABLE,1,false,true,Limited view
VIP-C-049,VIP,C,49,500.00,AVAILABLE,1,true,true,Good view
VIP-C-050,VIP,C,50,500.00,BOOKED,1,true,true,Good view
VIP-D-001,VIP,D,1,500.00,UNAVAILABLE,1,false,true,Limited view
VIP-D-002,VIP,D,2,500.00,AVAILABLE,1,true,true,Good view
VIP-D-003,VIP,D,3,500.00,AVAILABLE,1,true,true,Good view
VIP-D-004,VIP,D,4,500.00,RESERVED,1,true,true,Good view
VIP-D-005,VIP,D,5,500.00,LOCKED,1,true,true,Good view
VIP-D-006,VIP,D,6,500.00,LOCKED,1,true,true,Good view
VIP-D-007,VIP,D,7,500.00,AVAILABLE,1,true,true,Good view
VIP-D-008,VIP,D,8,500.00,AVAILABLE,1,true,true,Good view
VIP-D-009,VIP,D,9,500.00,AVAILABLE,1,true,true,Good view
VIP-D-010,VIP,D,10,500.00,AVAILABLE,1,true,true,Good view
VIP-D-011,VIP,D,11,500.00,AVAILABLE,1,true,true,Good view
VIP-D-012,VIP,D,12,500.00,AVAILABLE,1,true,true,Good view
VIP-D-013,VIP,D,13,500.00,AVAILABLE,1,true,true,Good view
VIP-D-014,VIP,D,14,500.00,AVAILABLE,1,true,true,Good view
VIP-D-015,VIP,D,15,500.00,AVAILABLE,1,true,true,Good view
VIP-D-016,VIP,D,16,500.00,AVAILABLE,1,true,true,Good view
VIP-D-017,VIP,D,17,500.00,AVAILABLE,1,false,true,Limited view
VIP-D-018,VIP,D,18,500.00,AVAILABLE,1,true,true,Good view
VIP-D-019,VIP,D,19,500.00,BOOKED,1,false,true,Limited view
VIP-D-020,VIP,D,20,500.00,AVAILABLE,1,true,true,Good view
VIP-D-021,VIP,D,21,500.00,AVAILABLE,1,true,true,Good view
VIP-D-022,VIP,D,22,500.00,AVAILABLE,1,true,true,Good view
VIP-D-023,VIP,D,23,500.00,AVAILABLE,1,true,true,Good view
VIP-D-024,VIP,D,24,500.00,AVAILABLE,1,true,true,Good view
VIP-D-025,VIP,D,25,500.00,AVAILABLE,1,true,true,Good view
VIP-D-026,VIP,D,26,500.00,AVAILABLE,1,true,true,Good view
VIP-D-027,VIP,D,27,500.00,AVAILABLE,1,true,true,Good view
VIP-D-028,VIP,D,28,500.00,BOOKED,1,true,true,Good view
VIP-D-029,VIP,D,29,500.00,AVAILABLE,1,false,true,Limited view
VIP-D-030,VIP,D,30,500.00,UNAVAILABLE,1,false,true,Limited view
VIP-D-031,VIP,D,31,500.00,AVAILABLE,1,true,true,Good view
VIP-D-032,VIP,D,32,500.00,AVAILABLE,1,true,true,Good view
VIP-D-033,VIP,D,33,500.00,BOOKED,1,true,true,Good view
VIP-D-034,VIP,D,34,500.00,AVAILABLE,1,true,true,Good view
VIP-D-035,VIP,D,35,500.00,AVAILABLE,1,true,true,Good view
VIP-D-036,VIP,D,36,500.00,AVAILABLE,1,true,true,Good view
VIP-D-037,VIP,D,37,500.00,AVAILABLE,1,true,true,Good view
VIP-D-038,VIP,D,38,500.00,AVAILABLE,1,true,true,Good view
VIP-D-039,VIP,D,39,500.00,AVAILABLE,1,true,true,Good view
VIP-D-040,VIP,D,40,500.00,AVAILABLE,1,true,true,Good view
VIP-D-041,VIP,D,41,500.00,AVAILABLE,1,true,true,Good view
VIP-D-042,VIP,D,42,500.00,LOCKED,1,false,true,Limited view
VIP-D-043,VIP,D,43,500.00,AVAILABLE,1,true,true,Good view
VIP-D-044,VIP,D,44,500.00,AVAILABLE,1,true,true,Good view
VIP-D-045,VIP,D,45,500.00,AVAILABLE,1,true,true,Good view
VIP-D-046,VIP,D,46,500.00,LOCKED,1,true,true,Good view
VIP-D-047,VIP,D,47,500.00,AVAILABLE,1,true,true,Good view
VIP-D-048,VIP,D,48,500.00,AVAILABLE,1,true,true,Good view
VIP-D-049,VIP,D,49,500.00,AVAILABLE,1,false,true,Limited view
VIP-D-050,VIP,D,50,500.00,AVAILABLE,1,true,true,Good view
A-A-001,A,A,1,150.00,AVAILABLE,1,true,true,Good view
A-A-002,A,A,2,150.00,AVAILABLE,1,true,true,Good view
A-A-003,A,A,3,150.00,UNAVAILABLE,1,true,true,Good view
A-A-004,A,A,4,150.00,AVAILABLE,1,false,true,Limited view
A-A-005,A,A,5,150.00,AVAILABLE,1,true,true,Good view
A-A-006,A,A,6,150.00,AVAILABLE,1,true,true,Good view
A-A-007,A,A,7,150.00,AVAILABLE,1,false,true,Limited view
A-A-008,A,A,8,150.00,AVAILABLE,1,false,true,Limited view
A-A-009,A,A,9,150.00,RESERVED,1,true,true,Good view
A-A-010,A,A,10,150.00,AVAILABLE,1,true,true,Good view
A-A-011,A,A,11,150.00,UNAVAILABLE,1,true,true,Good view
A-A-012,A,A,12,150.00,AVAILABLE,1,true,true,Good view
A-A-013,A,A,13,150.00,AVAILABLE,1,true,true,Good view
A-A-014,A,A,14,150.00,RESERVED,1,true,true,Good view
A-A-015,A,A,15,150.00,AVAILABLE,1,true,true,Good view
A-A-016,A,A,16,150.00,AVAILABLE,1,true,true,Good view
A-A-017,A,A,17,150.00,AVAILABLE,1,true,true,Good view
A-A-018,A,A,18,150.00,AVAILABLE,1,true,true,Good view
A-A-019,A,A,19,150.00,AVAILABLE,1,false,true,Limited view
A-A-020,A,A,20,150.00,AVAILABLE,1,true,true,Good view
A-A-021,A,A,21,150.00,AVAILABLE,1,true,true,Good view
A-A-022,A,A,22,150.00,AVAILABLE,1,true,true,Good view
A-A-023,A,A,23,150.00,AVAILABLE,1,true,true,Good view
A-A-024,A,A,24,150.00,AVAILABLE,1,false,true,Limited view
